Bike number,Bike serviceable,Station number,Station name,Station capacity
W01392,t,31619,Lincoln Park / 13th & East Capitol St NE ,30
W01393,t,31228,8th & H St NW,24
W01394,t,31623,Columbus Circle / Union Station,51
W01395,t,31013,23rd & Eads St,17
W01396,t,31075,Rolfe St & 9th St S,13
W01397,t,32024,Fenton St & Gist Ave,11
W01398,t,32214,Reston Town Center Transit Station,17
W01399,f,,,
W01400,t,31643,1st & D St SE,17
W01401,t,31611,13th & H St NE,29
W01402,t,31125,15th & W St NW,24
W01403,t,31055,28th St S & S Meade St,21
W01404,t,31108,4th & M St SW,28
W01405,t,31060,S Arlington Mill Dr & Campbell Ave,12
W01406,f,,,
W01407,t,31609,6th & Water St SW / SW Waterfront,26
W01409,t,31106,Calvert & Biltmore St NW,9
W01410,t,31084,Ballenger Ave & Dulaney St,11
W01411,t,31604,3rd & H St NW,16
W01412,t,31054,Walter Reed Community Center / Walter Reed Dr & 16th St S,8
W01413,t,31910,Potomac Ave & Main Line Blvd,10
W01415,f,,,
W01416,t,31638,1st & H St NW,18
W01417,f,,,
W01418,t,31207,Georgia Ave and Fairmont St NW,8
W01419,t,31204,20th & E St NW,14
W01420,t,31618,4th & East Capitol St NE,16
W01421,f,,,
W01423,t,32024,Fenton St & Gist Ave,11
W01424,t,31403,4th & Kennedy St NW,16
W01425,t,31043,Saint Asaph St & Pendleton  St,17
W01426,f,,,
W01428,t,31266,11th & M St NW,14
W01429,t,31503,Florida Ave & R St NW,27
W01430,t,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,22
W01431,t,31209,1st & N St  SE,35
W01432,t,31117,15th & Euclid St  NW,15
W01433,t,31404,9th & Upshur St NW,14
W01434,t,31024,Virginia Square Metro / N Monroe St & 9th St N,20
W01436,t,31508,Gallaudet / 8th St & Florida Ave NE,26
W01437,t,31114,18th St & Wyoming Ave NW,17
W01438,t,31228,8th & H St NW,24
W01439,t,31628,1st & K St SE,23
W01440,t,31102,11th & Kenyon St NW,30
W01442,t,31096,S Walter Reed Dr & 8th St S,14
W01444,t,31509,New Jersey Ave & R St NW,27
W01445,t,31246,M St & Pennsylvania Ave NW,10
W01446,t,31600,5th & K St NW,28
W01447,t,31222,New York Ave & 15th St NW,11
W01448,f,,,
W01449,t,31264,6th St & Indiana Ave NW,13
W01450,t,31639,2nd & G St NE,36
W01451,t,32038,King Farm Blvd & Piccard Dr,4
W01452,t,32057,Pooks Hill Rd & Linden Ave,7
W01453,t,31063,S George Mason Dr & Four Mile Run,14
W01454,t,32215,Reston Station,16
W01455,f,,,
W01456,f,,,
W01457,f,,,
W01458,t,31120,10th & Florida Ave NW,21
W01459,t,31280,11th & S St NW,35
W01460,t,31284,18th & C St NW,10
W01461,t,31217,USDA / 12th & Independence Ave SW,10
W01462,t,32040,Friendship Blvd & Willard Ave,19
W01463,t,31029,N Veitch  & 20th St N,20
W01464,f,,,
W01465,t,32027,Battery Ln & Trolley Trail,15
W01466,f,,,
W01467,t,32201,Westpark Dr & Leesburg Pike,7
W01468,t,31905,Kennebec St & 11th St N,16
W01469,t,31028,N Veitch & Key Blvd,4
W01470,t,31109,7th & T St NW,29
W01477,t,31629,8th & East Capitol St NE,10
W01479,f,,,
W01480,t,31247,Jefferson Dr & 14th St SW,14
W01481,f,,,
W01482,t,31619,Lincoln Park / 13th & East Capitol St NE ,30
W01483,t,31631,8th & F St NE,19
W01484,t,31628,1st & K St SE,23
W01486,t,31509,New Jersey Ave & R St NW,27
W01487,t,31124,14th & Irving St NW,8
W01493,t,31076,Shirlington Transit Center / S Quincy & Randolph St,16
W01494,t,32032,Fleet St & Ritchie Pkwy,17
W01495,t,31097,Saint Asaph & Madison St,21
W01496,f,,,
W01499,f,,,
W01500,t,31075,Rolfe St & 9th St S,13
W20000,f,,,
W20001,t,31623,Columbus Circle / Union Station,51
W20003,t,31644,12th St & Pennsylvania Ave SE,25
W20005,t,31102,11th & Kenyon St NW,30
W20006,t,31109,7th & T St NW,29
W20007,t,31229,New Hampshire Ave & T St NW,25
W20008,t,31516,Rhode Island Ave Metro,9
W20009,t,31315,McKinley St & Connecticut Ave NW,10
W20011,t,31224,19th & L St NW,13
W20012,t,31903,Royal & Wilkes St,17
W20013,t,31115,Columbia Rd & Georgia Ave NW,22
W20014,t,31615,6th & H St NE,35
W20015,t,31404,9th & Upshur St NW,14
W20016,t,31207,Georgia Ave and Fairmont St NW,8
W20017,t,32003,Montgomery Ave & Waverly St ,6
W20019,t,31269,3rd St & Pennsylvania Ave SE,16
W20020,t,31114,18th St & Wyoming Ave NW,17
W20021,t,31229,New Hampshire Ave & T St NW,25
W20022,t,31503,Florida Ave & R St NW,27
W20023,f,,,
W20024,t,32204,Tysons Corner Station,9
W20026,t,31505,Eckington Pl & Q St NE,16
W20027,t,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,22
W20028,t,31014,Lynn & 19th St North,28
W20029,t,31230,Metro Center / 12th & G St NW,4
W20030,t,31512,Neal St & Trinidad Ave NE,20
W20031,t,32032,Fleet St & Ritchie Pkwy,17
W20032,t,31624,North Capitol St & F St NW,24
W20033,t,31607,14th & D St SE,21
W20034,t,31052,Potomac Ave & 35th St S,15
W20035,t,31612,D St & Maryland Ave NE,28
W20037,t,31101,14th & V St NW,42
W20038,t,31215,Georgetown Harbor / 30th St NW,19
W20039,t,31042,Market Square / King St & Royal St,13
W20040,t,32032,Fleet St & Ritchie Pkwy,17
W20041,f,,,
W20042,t,31281,8th & O St NW,26
W20043,t,32049,Washington Adventist U / Flower Ave & Division St,14
W20044,t,31640,Maryland Ave & E St NE,23
W20045,t,31013,23rd & Eads St,17
W20046,t,31803,Good Hope Rd & 14th St SE,19
W20047,f,,,
W20048,t,31208,M St & New Jersey Ave SE,15
W20050,t,31245,7th & R St NW / Shaw Library,26
W20051,t,31611,13th & H St NE,29
W20052,t,31519,1st & O St NW,19
W20053,t,31280,11th & S St NW,35
W20054,t,31605,3rd & D St SE,15
W20055,t,31118,3rd & Elm St NW,20
W20056,t,31214,17th & Corcoran St NW,30
W20057,t,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,15
W20058,t,31068,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,11
W20059,t,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,15
W20060,t,31642,New Jersey Ave & L St NW,9
W20061,t,31616,3rd & H St NE,28
W20063,t,31020,Wilson Blvd & Franklin Rd,8
W20064,t,31611,13th & H St NE,29
W20065,t,31070,Arlington Blvd & Fillmore St,18
W20066,t,31095,Army Navy Dr & S Nash St,14
W20067,t,31109,7th & T St NW,29
W20068,t,31811,South Capitol & Atlantic St SW,11
W20069,t,31209,1st & N St  SE,35
W20070,t,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,22
W20071,t,31247,Jefferson Dr & 14th St SW,14
W20072,t,31500,4th & W St NE,19
W20073,t,32214,Reston Town Center Transit Station,17
W20074,t,31624,North Capitol St & F St NW,24
W20075,t,31309,Fessenden St & Wisconsin Ave NW,8
W20076,t,31037,Ballston Metro / N Stuart & 9th St N,7
W20077,t,31237,25th St & Pennsylvania Ave NW,18
W20078,t,31254,15th & K St NW,13
W20079,t,31108,4th & M St SW,28
W20080,t,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,18
W20081,t,31623,Columbus Circle / Union Station,51
W20082,t,31306,39th & Calvert St NW / Stoddert,15
W20083,t,31515,Fort Totten Metro,7
W20084,t,32201,Westpark Dr & Leesburg Pike,7
W20085,t,31101,14th & V St NW,42
W20086,t,31116,California St & Florida Ave NW,21
W20087,t,31070,Arlington Blvd & Fillmore St,18
W20088,t,31063,S George Mason Dr & Four Mile Run,14
W20089,t,31600,5th & K St NW,28
W20090,t,31232,7th & F St NW/Portrait Gallery,23
W20091,t,31031,15th & N Scott St,14
W20094,f,,,
W20095,t,31622,13th & D St NE,35
W20096,t,31906,Commonwealth Ave & Oak St,18
W20097,f,,,
W20098,f,,,
W20099,t,31640,Maryland Ave & E St NE,23
W20100,t,31637,North Capitol St & G Pl NE,6
W20102,t,31914,Lee Center,16
W20103,t,31010,S Glebe & Potomac Ave,15
W20104,t,31516,Rhode Island Ave Metro,9
W20106,f,,,
W20107,f,,,
W20108,f,,,
W20109,t,31918,Madison & Fairfax St,15
W20112,t,31505,Eckington Pl & Q St NE,16
W20113,t,31228,8th & H St NW,24
W20114,f,,,
W20115,t,31057,S Four Mile Run Dr & S Shirlington Rd,9
W20117,t,31247,Jefferson Dr & 14th St SW,14
W20118,t,31101,14th & V St NW,42
W20119,t,31503,Florida Ave & R St NW,27
W20120,t,31304,36th & Calvert St NW / Glover Park,10
W20121,t,31006,S Joyce & Army Navy Dr,22
W20122,t,31209,1st & N St  SE,35
W20123,t,32035,Georgia Ave & Spring St,9
W20125,t,31614,11th & H St NE,23
W20126,t,31003,15th & Crystal Dr,7
W20127,t,32005,Traville Gateway Dr & Gudelsky Dr,6
W20128,f,,,
W20129,t,31215,Georgetown Harbor / 30th St NW,19
W20130,t,31315,McKinley St & Connecticut Ave NW,10
W20131,t,31060,S Arlington Mill Dr & Campbell Ave,12
W20132,t,31116,California St & Florida Ave NW,21
W20134,t,31207,Georgia Ave and Fairmont St NW,8
W20136,t,31214,17th & Corcoran St NW,30
W20138,t,31293,31st & Water St NW,15
W20140,f,,,
W20141,t,31123,14th & Girard St NW,5
W20142,t,31070,Arlington Blvd & Fillmore St,18
W20143,f,,,
W20144,f,,,
W20145,t,31016,Clarendon Blvd & Pierce St,17
W20146,t,31121,Calvert St & Woodley Pl NW,13
W20147,t,31600,5th & K St NW,28
W20148,t,31802,Good Hope Rd & MLK Ave SE,4
W20149,t,31281,8th & O St NW,26
W20151,t,32011,Maple & Ritchie Ave,28
W20152,t,31620,5th & F St NW,19
W20153,f,,,
W20154,t,32040,Friendship Blvd & Willard Ave,19
W20155,t,31118,3rd & Elm St NW,20
W20156,t,32035,Georgia Ave & Spring St,9
W20157,f,,,
W20158,t,31249,Jefferson Memorial,31
W20159,t,31644,12th St & Pennsylvania Ave SE,25
W20160,f,,,
W20161,t,31636,New Jersey Ave & N St NW/Dunbar HS,19
W20162,t,31016,Clarendon Blvd & Pierce St,17
W20164,t,31517,Union Market/6th St & Neal Pl NE,16
W20165,t,31258,Lincoln Memorial,10
W20166,t,31110,20th St & Florida Ave NW,10
W20167,t,31070,Arlington Blvd & Fillmore St,18
W20168,t,32019,East West Hwy & Blair Mill Rd,13
W20169,t,32215,Reston Station,16
W20170,t,31102,11th & Kenyon St NW,30
W20171,t,31266,11th & M St NW,14
W20172,f,,,
W20173,t,31256,10th & E St NW,17
W20174,t,31265,5th St & Massachusetts Ave NW,24
W20175,t,32006,13th St & Eastern Ave,9
W20176,f,,,
W20177,t,31712,Oklahoma Ave & D St NE,27
W20178,t,31603,1st & M St NE,17
W20179,t,31086,Mount Vernon Ave & E Del Ray Ave,16
W20180,t,31703,Minnesota Ave Metro/DOES,5
W20182,t,31509,New Jersey Ave & R St NW,27
W20183,t,31639,2nd & G St NE,36
W20184,t,31508,Gallaudet / 8th St & Florida Ave NE,26
W20185,t,32028,Norfolk & Rugby Ave,16
W20186,t,31506,1st & Rhode Island Ave NW,18
W20189,t,31700,Good Hope & Naylor Rd SE,5
W20191,t,31201,15th & P St NW,16
W20192,t,31229,New Hampshire Ave & T St NW,25
W20193,t,32027,Battery Ln & Trolley Trail,15
W20194,t,31108,4th & M St SW,28
W20195,t,31120,10th & Florida Ave NW,21
W20197,t,31280,11th & S St NW,35
W20198,t,31226,34th St & Wisconsin Ave NW,9
W20199,t,31222,New York Ave & 15th St NW,11
W20200,t,31902,Wilson Blvd & N Illinois St ,17
W20201,t,31016,Clarendon Blvd & Pierce St,17
W20202,t,31631,8th & F St NE,19
W20203,t,31639,2nd & G St NE,36
W20204,t,31243,Maryland & Independence Ave SW,15
W20205,t,31635,Potomac Ave & 8th St SE,9
W20206,f,,,
W20208,t,31628,1st & K St SE,23
W20209,t,31625,3rd & G St SE,27
W20210,t,31202,14th & R St NW,20
W20211,t,31642,New Jersey Ave & L St NW,9
W20212,t,32207,Westpark & Park Run Dr,9
W20213,f,,,
W20214,t,31000,Eads St & 15th St S,13
W20215,t,31101,14th & V St NW,42
W20216,t,32004,Fallsgrove Blvd & Fallsgrove Dr,13
W20217,t,31631,8th & F St NE,19
W20218,t,31312,Wisconsin Ave & O St NW,16
W20219,t,31105,14th & Harvard St NW,12
W20220,t,31290,17th St & Independence Ave SW,9
W20221,t,31317,Wisconsin Ave & Ingomar St NW,12
W20222,t,31318,Connecticut Ave & Yuma St NW,23
W20223,t,31067,Columbia Pike & S Walter Reed Dr,12
W20224,t,31700,Good Hope & Naylor Rd SE,5
W20225,t,31312,Wisconsin Ave & O St NW,16
W20226,t,31209,1st & N St  SE,35
W20227,f,,,
W20228,t,31278,18th & R St NW,11
W20229,t,31086,Mount Vernon Ave & E Del Ray Ave,16
W20230,t,31075,Rolfe St & 9th St S,13
W20231,t,31638,1st & H St NW,18
W20232,t,31403,4th & Kennedy St NW,16
W20234,t,31515,Fort Totten Metro,7
W20236,t,31118,3rd & Elm St NW,20
W20237,t,31101,14th & V St NW,42
W20238,t,31600,5th & K St NW,28
W20239,t,31232,7th & F St NW/Portrait Gallery,23
W20240,t,31803,Good Hope Rd & 14th St SE,19
W20241,t,31101,14th & V St NW,42
W20242,f,,,
W20243,t,31906,Commonwealth Ave & Oak St,18
W20246,t,31900,Lee Hwy & N Woodstock St,11
W20247,t,31068,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,11
W20248,t,31097,Saint Asaph & Madison St,21
W20250,t,31025,Central Library / N Quincy St & 10th St N,6
W20251,t,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,18
W20253,t,31102,11th & Kenyon St NW,30
W20254,t,31603,1st & M St NE,17
W20256,t,31202,14th & R St NW,20
W20257,t,31643,1st & D St SE,17
W20259,t,31317,Wisconsin Ave & Ingomar St NW,12
W20260,t,31910,Potomac Ave & Main Line Blvd,10
W20261,t,31024,Virginia Square Metro / N Monroe St & 9th St N,20
W20264,t,32040,Friendship Blvd & Willard Ave,19
W20265,f,,,
W20266,t,31280,11th & S St NW,35
W20267,t,31201,15th & P St NW,16
W20268,t,32049,Washington Adventist U / Flower Ave & Division St,14
W20269,t,31215,Georgetown Harbor / 30th St NW,19
W20270,f,,,
W20271,t,31268,12th & U St NW,36
W20272,t,31515,Fort Totten Metro,7
W20274,t,31275,New Hampshire Ave & 24th St NW,7
W20275,f,,,
W20276,t,31914,Lee Center,16
W20277,t,31624,North Capitol St & F St NW,24
W20278,t,31229,New Hampshire Ave & T St NW,25
W20279,t,31702,Randle Circle & Minnesota Ave SE,9
W20281,t,31268,12th & U St NW,36
W20282,t,31714,61st St & Banks Pl NE,11
W20283,t,31412,3rd St & Riggs Rd NE,20
W20284,t,31632,15th & F St NE,25
W20285,t,32052,Key West Ave & Siesta Key Way,10
W20286,t,31620,5th & F St NW,19
W20287,t,31318,Connecticut Ave & Yuma St NW,23
W20288,t,31063,S George Mason Dr & Four Mile Run,14
W20289,t,31111,10th & U St NW,17
W20290,t,31618,4th & East Capitol St NE,16
W20291,t,31600,5th & K St NW,28
W20293,t,31024,Virginia Square Metro / N Monroe St & 9th St N,20
W20294,t,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,16
W20295,t,31604,3rd & H St NW,16
W20296,t,31243,Maryland & Independence Ave SW,15
W20297,f,,,
W20298,t,31610,Eastern Market / 7th & North Carolina Ave SE,8
W20299,t,31084,Ballenger Ave & Dulaney St,11
W20301,t,31212,21st & M St NW,17
W20302,t,31091,S Joyce & 16th St S,16
W20303,t,32018,Needwood Rd & Eagles Head Ct,8
W20304,t,31626,15th St & Massachusetts Ave SE,23
W20305,t,31229,New Hampshire Ave & T St NW,25
W20307,t,31070,Arlington Blvd & Fillmore St,18
W20309,f,,,
W20310,t,31521,18th & Monroe St NE,17
W20311,t,31505,Eckington Pl & Q St NE,16
W20312,t,31223,Convention Center / 7th & M St NW,21
W20313,t,32023,Montgomery College/W Campus Dr & Mannakee St,8
W20314,t,31214,17th & Corcoran St NW,30
W20316,t,31217,USDA / 12th & Independence Ave SW,10
W20317,t,31244,4th & E St SW,19
W20318,t,31812,16th & Q St SE / Anacostia HS,14
W20319,t,31616,3rd & H St NE,28
W20320,f,,,
W20321,t,31615,6th & H St NE,35
W20322,t,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,22
W20323,t,31036,George Mason Dr & Wilson Blvd,15
W20324,t,32010,Philadelphia & Maple Ave,28
W20325,t,31703,Minnesota Ave Metro/DOES,5
W20326,t,31519,1st & O St NW,19
W20327,t,31274,10th & G St NW,14
W20329,t,31001,18th & Eads St.,7
W20330,t,31241,Thomas Circle,6
W20331,t,31602,Park Rd & Holmead Pl NW,5
W20332,t,31042,Market Square / King St & Royal St,13
W20333,t,31117,15th & Euclid St  NW,15
W20334,f,,,
W20335,f,,,
W20336,t,31229,New Hampshire Ave & T St NW,25
W20337,t,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,21
W20338,f,,,
W20339,f,,,
W20340,t,31218,L'Enfant Plaza / 7th & C St SW,7
W20341,t,31103,16th & Harvard St NW,17
W20342,t,31907,Franklin & S Washington St,21
W20343,t,31607,14th & D St SE,21
W20344,f,,,
W20345,t,31642,New Jersey Ave & L St NW,9
W20346,t,31628,1st & K St SE,23
W20347,t,32026,Carroll & Ethan Allen Ave,17
W20348,t,31624,North Capitol St & F St NW,24
W20349,t,31600,5th & K St NW,28
W20350,t,31249,Jefferson Memorial,31
W20351,t,31500,4th & W St NE,19
W20352,t,31064,S Stafford & 34th St S,7
W20353,t,31028,N Veitch & Key Blvd,4
W20354,t,31228,8th & H St NW,24
W20355,t,31628,1st & K St SE,23
W20356,t,31014,Lynn & 19th St North,28
W20357,t,31520,24th & R St NE / National Arboretum,10
W20358,t,32046,River Rd & Landy Ln,19
W20359,t,31077,Iwo Jima Memorial/N Meade & 14th St N,16
W20360,t,31112,Harvard St & Adams Mill Rd NW,17
W20361,t,31107,Lamont & Mt Pleasant NW,25
W20362,t,32027,Battery Ln & Trolley Trail,15
W20363,t,31800,Alabama & MLK Ave SE,8
W20364,t,31209,1st & N St  SE,35
W20366,t,31907,Franklin & S Washington St,21
W20367,t,31052,Potomac Ave & 35th St S,15
W20368,t,31000,Eads St & 15th St S,13
W20369,t,31609,6th & Water St SW / SW Waterfront,26
W20370,t,31626,15th St & Massachusetts Ave SE,23
W20371,t,31088,Mount Vernon Ave & Kennedy St,10
W20372,t,31302,Wisconsin Ave & Newark St NW,13
W20373,t,31811,South Capitol & Atlantic St SW,11
W20374,t,32046,River Rd & Landy Ln,19
W20375,t,31310,Connecticut & Nebraska Ave NW,12
W20376,t,31215,Georgetown Harbor / 30th St NW,19
W20377,f,,,
W20378,t,31045,Commerce St & Fayette St,12
W20379,t,31623,Columbus Circle / Union Station,51
W20380,t,31053,Columbia Pike & S Courthouse Rd,12
W20383,t,31615,6th & H St NE,35
W20384,t,31624,North Capitol St & F St NW,24
W20385,f,,,
W20386,t,32033,Piccard & W Gude Dr,11
W20387,t,31315,McKinley St & Connecticut Ave NW,10
W20388,t,31517,Union Market/6th St & Neal Pl NE,16
W20389,t,31607,14th & D St SE,21
W20390,t,31639,2nd & G St NE,36
W20391,t,31314,34th & Water St NW,24
W20392,t,31003,15th & Crystal Dr,7
W20393,t,31263,10th & K St NW,14
W20394,t,31307,3000 Connecticut Ave NW / National Zoo,11
W20395,t,31124,14th & Irving St NW,8
W20396,t,31209,1st & N St  SE,35
W20398,t,31023,Fairfax Dr & Wilson Blvd,14
W20399,t,31614,11th & H St NE,23
W20400,t,31639,2nd & G St NE,36
W20401,t,31040,Fairfax Dr & Kenmore St,6
W20402,t,31618,4th & East Capitol St NE,16
W20403,t,31246,M St & Pennsylvania Ave NW,10
W20404,t,31244,4th & E St SW,19
W20405,t,31603,1st & M St NE,17
W20406,t,31710,Nannie Helen Burroughs Ave & 49th St NE,13
W20407,t,31074,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,17
W20408,t,31233,17th & K St NW / Farragut Square,9
W20409,t,31635,Potomac Ave & 8th St SE,9
W20410,t,31300,Van Ness Metro / UDC,9
W20412,t,32028,Norfolk & Rugby Ave,16
W20413,t,31626,15th St & Massachusetts Ave SE,23
W20414,t,31641,2nd St & Massachusetts Ave NE,33
W20415,t,31518,New York Ave & Hecht Ave NE,24
W20416,t,32214,Reston Town Center Transit Station,17
W20417,t,31228,8th & H St NW,24
W20418,t,31900,Lee Hwy & N Woodstock St,11
W20419,t,31009,27th & Crystal Dr,12
W20420,t,31119,14th & Belmont St NW,14
W20421,t,31000,Eads St & 15th St S,13
W20422,t,31123,14th & Girard St NW,5
W20423,t,31639,2nd & G St NE,36
W20424,t,31903,Royal & Wilkes St,17
W20425,t,31256,10th & E St NW,17
W20426,t,31120,10th & Florida Ave NW,21
W20427,t,31615,6th & H St NE,35
W20428,f,,,
W20429,t,31214,17th & Corcoran St NW,30
W20432,t,31004,Aurora Hills Community Ctr/18th & Hayes St,19
W20433,t,32033,Piccard & W Gude Dr,11
W20434,t,31217,USDA / 12th & Independence Ave SW,10
W20435,t,31265,5th St & Massachusetts Ave NW,24
W20436,t,31803,Good Hope Rd & 14th St SE,19
W20437,t,31268,12th & U St NW,36
W20439,t,31098,King St Metro North / Cameron St,19
W20440,t,31073,Washington Blvd & Walter Reed Dr ,10
W20441,t,31611,13th & H St NE,29
W20442,t,31226,34th St & Wisconsin Ave NW,9
W20443,t,31043,Saint Asaph St & Pendleton  St,17
W20444,t,31512,Neal St & Trinidad Ave NE,20
W20446,t,31412,3rd St & Riggs Rd NE,20
W20447,t,31915,Powhatan St & Bashford Ln,9
W20448,t,31310,Connecticut & Nebraska Ave NW,12
W20449,t,31521,18th & Monroe St NE,17
W20450,t,31625,3rd & G St SE,27
W20451,t,31079,Lee Hwy & N Cleveland St,18
W20452,t,31016,Clarendon Blvd & Pierce St,17
W20454,t,31018,N Rhodes & 16th St N,3
W20455,t,32010,Philadelphia & Maple Ave,28
W20456,t,32216,Library St & Freedom Dr,11
W20457,f,,,
W20458,t,31639,2nd & G St NE,36
W20459,t,31280,11th & S St NW,35
W20460,t,31617,Bladensburg Rd & Benning Rd NE,24
W20461,t,31077,Iwo Jima Memorial/N Meade & 14th St N,16
W20462,f,,,
W20463,t,31710,Nannie Helen Burroughs Ave & 49th St NE,13
W20464,t,31051,Arlington Blvd & N Queen St,17
W20465,t,31054,Walter Reed Community Center / Walter Reed Dr & 16th St S,8
W20466,t,31076,Shirlington Transit Center / S Quincy & Randolph St,16
W20467,t,31125,15th & W St NW,24
W20468,t,31268,12th & U St NW,36
W20469,t,31626,15th St & Massachusetts Ave SE,23
W20470,t,31643,1st & D St SE,17
W20471,t,31096,S Walter Reed Dr & 8th St S,14
W20473,t,31506,1st & Rhode Island Ave NW,18
W20474,t,31094,Lee Hwy & N Kirkwood Rd,23
W20475,t,31625,3rd & G St SE,27
W20476,t,31281,8th & O St NW,26
W20477,t,31274,10th & G St NW,14
W20478,t,31617,Bladensburg Rd & Benning Rd NE,24
W20479,t,31042,Market Square / King St & Royal St,13
W20480,t,31120,10th & Florida Ave NW,21
W20481,t,32062,Wheaton Metro/Georgia Ave & Reedie Dr,9
W20482,f,,,
W20483,t,31905,Kennebec St & 11th St N,16
W20484,t,31232,7th & F St NW/Portrait Gallery,23
W20486,t,31000,Eads St & 15th St S,13
W20487,t,31119,14th & Belmont St NW,14
W20488,f,,,
W20489,t,31077,Iwo Jima Memorial/N Meade & 14th St N,16
W20490,t,31521,18th & Monroe St NE,17
W20491,t,31405,Georgia Ave & Emerson St NW,21
W20492,t,31291,16th & K St NW,8
W20493,t,31516,Rhode Island Ave Metro,9
W20494,t,31203,14th & Rhode Island Ave NW,20
W20497,t,31102,11th & Kenyon St NW,30
W20498,t,31616,3rd & H St NE,28
W20499,t,31404,9th & Upshur St NW,14
W20500,t,31263,10th & K St NW,14
W20501,t,31070,Arlington Blvd & Fillmore St,18
W20502,t,31407,14th St & Colorado Ave NW,7
W20503,t,31102,11th & Kenyon St NW,30
W20504,t,31043,Saint Asaph St & Pendleton  St,17
W20505,t,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,15
W20506,t,31249,Jefferson Memorial,31
W20507,t,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,15
W20508,t,31107,Lamont & Mt Pleasant NW,25
W20509,t,31626,15th St & Massachusetts Ave SE,23
W20510,f,,,
W20511,t,31411,Georgia & Missouri Ave NW,10
W20512,f,,,
W20513,f,,,
W20514,t,31286,11th & O St NW,19
W20515,t,31011,23rd & Crystal Dr,20
W20517,f,,,
W20518,t,31280,11th & S St NW,35
W20519,t,31622,13th & D St NE,35
W20520,t,31635,Potomac Ave & 8th St SE,9
W20521,f,,,
W20522,t,31265,5th St & Massachusetts Ave NW,24
W20523,t,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,15
W20524,t,31302,Wisconsin Ave & Newark St NW,13
W20525,t,31630,15th & East Capitol St NE,18
W20526,t,31233,17th & K St NW / Farragut Square,9
W20527,t,31606,Potomac & Pennsylvania Ave SE,15
W20528,t,31293,31st & Water St NW,15
W20529,t,31614,11th & H St NE,23
W20530,t,31403,4th & Kennedy St NW,16
W20531,t,31902,Wilson Blvd & N Illinois St ,17
W20532,t,31623,Columbus Circle / Union Station,51
W20533,t,31910,Potomac Ave & Main Line Blvd,10
W20534,t,31070,Arlington Blvd & Fillmore St,18
W20535,t,31615,6th & H St NE,35
W20536,t,31623,Columbus Circle / Union Station,51
W20537,t,31216,14th St & New York Ave NW,4
W20538,t,31109,7th & T St NW,29
W20539,t,31102,11th & Kenyon St NW,30
W20540,t,31014,Lynn & 19th St North,28
W20541,t,31091,S Joyce & 16th St S,16
W20542,t,31318,Connecticut Ave & Yuma St NW,23
W20543,t,31088,Mount Vernon Ave & Kennedy St,10
W20544,t,31293,31st & Water St NW,15
W20545,f,,,
W20546,t,31318,Connecticut Ave & Yuma St NW,23
W20548,t,32028,Norfolk & Rugby Ave,16
W20549,t,32002,Bethesda Ave & Arlington Rd,22
W20550,f,,,
W20551,f,,,
W20552,t,32040,Friendship Blvd & Willard Ave,19
W20553,t,31229,New Hampshire Ave & T St NW,25
W20554,t,31043,Saint Asaph St & Pendleton  St,17
W20555,t,31623,Columbus Circle / Union Station,51
W20556,t,31203,14th & Rhode Island Ave NW,20
W20557,t,31804,Anacostia Library,10
W20558,t,31098,King St Metro North / Cameron St,19
W20560,t,31245,7th & R St NW / Shaw Library,26
W20561,t,31201,15th & P St NW,16
W20562,t,31708,Anacostia Ave & Benning Rd NE / River Terrace ,21
W20563,f,,,
W20564,f,,,
W20565,t,31903,Royal & Wilkes St,17
W20566,t,31116,California St & Florida Ave NW,21
W20567,t,31803,Good Hope Rd & 14th St SE,19
W20568,t,31604,3rd & H St NW,16
W20569,t,31125,15th & W St NW,24
W20570,t,31615,6th & H St NE,35
W20571,t,31045,Commerce St & Fayette St,12
W20572,f,,,
W20573,t,31208,M St & New Jersey Ave SE,15
W20574,t,31215,Georgetown Harbor / 30th St NW,19
W20575,t,31608,8th & Eye St SE / Barracks Row,14
W20576,t,31088,Mount Vernon Ave & Kennedy St,10
W20578,f,,,
W20579,t,32010,Philadelphia & Maple Ave,28
W20580,t,31094,Lee Hwy & N Kirkwood Rd,23
W20581,t,31607,14th & D St SE,21
W20582,t,31257,22nd & I St NW / Foggy Bottom,1
W20583,t,31508,Gallaudet / 8th St & Florida Ave NE,26
W20584,t,31077,Iwo Jima Memorial/N Meade & 14th St N,16
