Bike number,Bike serviceable,Station number,Station name,Station capacity
W21924,t,31101,14th & V St NW,42
W21925,t,31221,18th & M St NW,13
W21927,t,31254,15th & K St NW,13
W21928,t,31608,8th & Eye St SE / Barracks Row,14
W21930,t,31712,Oklahoma Ave & D St NE,27
W21931,t,31641,2nd St & Massachusetts Ave NE,33
W21932,t,31636,New Jersey Ave & N St NW/Dunbar HS,19
W21933,t,31412,3rd St & Riggs Rd NE,20
W21934,t,31057,S Four Mile Run Dr & S Shirlington Rd,9
W21935,t,31625,3rd & G St SE,27
W21936,f,,,
W21937,t,31639,2nd & G St NE,36
W21938,t,31024,Virginia Square Metro / N Monroe St & 9th St N,20
W21939,t,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,15
W21940,t,31092,Lee Hwy & N Monroe St,9
W21941,f,,,
W21942,t,31616,3rd & H St NE,28
W21943,t,31281,8th & O St NW,26
W21944,t,31101,14th & V St NW,42
W21945,t,31239,17th & Rhode Island Ave NW,8
W21946,t,31122,16th & Irving St NW,8
W21947,t,31234,20th & O St NW / Dupont South,9
W21948,t,31060,S Arlington Mill Dr & Campbell Ave,12
W21949,t,31622,13th & D St NE,35
W21950,t,31511,12th & Irving St NE,16
W21951,f,,,
W21953,t,32044,Rockville Metro East,13
W21954,f,,,
W21955,t,31517,Union Market/6th St & Neal Pl NE,16
W21956,t,31031,15th & N Scott St,14
W21957,t,31079,Lee Hwy & N Cleveland St,18
W21958,t,32046,River Rd & Landy Ln,19
W21959,f,,,
W21960,t,31115,Columbia Rd & Georgia Ave NW,22
W21961,t,31108,4th & M St SW,28
W21962,t,31636,New Jersey Ave & N St NW/Dunbar HS,19
W21963,t,31109,7th & T St NW,29
W21964,t,31518,New York Ave & Hecht Ave NE,24
W21966,t,31636,New Jersey Ave & N St NW/Dunbar HS,19
W21967,t,31712,Oklahoma Ave & D St NE,27
W21968,t,31518,New York Ave & Hecht Ave NE,24
W21969,f,,,
W21970,f,,,
W21971,t,31508,Gallaudet / 8th St & Florida Ave NE,26
W21972,t,31641,2nd St & Massachusetts Ave NE,33
W21973,t,31118,3rd & Elm St NW,20
W21974,t,32004,Fallsgrove Blvd & Fallsgrove Dr,13
W21975,t,31268,12th & U St NW,36
W21976,t,31623,Columbus Circle / Union Station,51
W21977,t,32046,River Rd & Landy Ln,19
W21978,t,31280,11th & S St NW,35
W21979,t,31632,15th & F St NE,25
W21980,t,31312,Wisconsin Ave & O St NW,16
W21981,t,31213,17th & K St NW,8
W21982,t,31636,New Jersey Ave & N St NW/Dunbar HS,19
W21983,t,31245,7th & R St NW / Shaw Library,26
W21984,t,31408,Takoma Metro,12
W21985,t,31639,2nd & G St NE,36
W21986,f,,,
W21987,t,31510,18th St & Rhode Island Ave NE,7
W21988,t,31047,Braddock Rd Metro,6
W21989,t,31622,13th & D St NE,35
W21993,t,31905,Kennebec St & 11th St N,16
W21996,f,,,
W21997,t,31119,14th & Belmont St NW,14
W21998,t,31503,Florida Ave & R St NW,27
W21999,t,31034,N Randolph St & Fairfax Dr,13
W22000,t,31712,Oklahoma Ave & D St NE,27
W22002,t,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,22
W22003,t,31094,Lee Hwy & N Kirkwood Rd,23
W22005,t,31215,Georgetown Harbor / 30th St NW,19
W22006,t,31107,Lamont & Mt Pleasant NW,25
W22007,t,31074,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,17
W22008,t,31286,11th & O St NW,19
W22010,t,31503,Florida Ave & R St NW,27
W22011,t,31400,Georgia & New Hampshire Ave NW,18
W22012,t,31231,14th & D St NW / Ronald Reagan Building,11
W22013,t,32019,East West Hwy & Blair Mill Rd,13
W22014,f,,,
W22015,t,31042,Market Square / King St & Royal St,13
W22016,t,31097,Saint Asaph & Madison St,21
W22017,f,,,
W22018,t,31233,17th & K St NW / Farragut Square,9
W22019,f,,,
W22020,t,31625,3rd & G St SE,27
W22021,t,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,21
W22022,t,31234,20th & O St NW / Dupont South,9
W22024,t,31273,Hains Point/Buckeye & Ohio Dr SW,19
W22025,t,32035,Georgia Ave & Spring St,9
W22026,t,31264,6th St & Indiana Ave NW,13
W22027,t,31095,Army Navy Dr & S Nash St,14
W22028,t,31209,1st & N St  SE,35
W22029,t,31249,Jefferson Memorial,31
W22030,t,31803,Good Hope Rd & 14th St SE,19
W22031,t,31617,Bladensburg Rd & Benning Rd NE,24
W22033,t,31917,N Lynn St & Fairfax Dr,17
W22034,t,31644,12th St & Pennsylvania Ave SE,25
W22036,t,31102,11th & Kenyon St NW,30
W22037,t,32055,Woodmont Ave & Strathmore St,12
W22038,f,,,
W22039,t,32216,Library St & Freedom Dr,11
W22040,f,,,
W22042,t,31107,Lamont & Mt Pleasant NW,25
W22043,t,31021,Clarendon Blvd & N Fillmore St,12
W22044,t,31644,12th St & Pennsylvania Ave SE,25
W22045,t,31058,S Oakland St & Columbia Pike,12
W22046,t,31094,Lee Hwy & N Kirkwood Rd,23
W22047,t,31249,Jefferson Memorial,31
W22048,t,31074,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,17
W22049,t,31046,Henry St & Pendleton St,20
W22050,t,31269,3rd St & Pennsylvania Ave SE,16
W22051,f,,,
W22052,t,31074,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,17
W22053,t,31232,7th & F St NW/Portrait Gallery,23
W22054,t,31228,8th & H St NW,24
W22055,t,31117,15th & Euclid St  NW,15
W22056,t,31218,L'Enfant Plaza / 7th & C St SW,7
W22057,t,31310,Connecticut & Nebraska Ave NW,12
W22058,t,31611,13th & H St NE,29
W22059,t,32057,Pooks Hill Rd & Linden Ave,7
W22060,t,31109,7th & T St NW,29
W22061,t,31119,14th & Belmont St NW,14
W22062,t,31046,Henry St & Pendleton St,20
W22063,f,,,
W22064,t,31632,15th & F St NE,25
W22065,t,32023,Montgomery College/W Campus Dr & Mannakee St,8
W22066,t,31079,Lee Hwy & N Cleveland St,18
W22067,t,31807,Pleasant St & MLK Ave SE,10
W22068,t,31268,12th & U St NW,36
W22069,t,31102,11th & Kenyon St NW,30
W22070,t,31812,16th & Q St SE / Anacostia HS,14
W22071,t,31046,Henry St & Pendleton St,20
W22072,t,31229,New Hampshire Ave & T St NW,25
W22074,t,31225,C & O Canal & Wisconsin Ave NW,3
W22075,t,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,16
W22076,t,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,18
W22077,t,32032,Fleet St & Ritchie Pkwy,17
W22079,f,,,
W22080,t,31517,Union Market/6th St & Neal Pl NE,16
W22081,t,31630,15th & East Capitol St NE,18
W22082,t,32029,Offutt Ln & Chevy Chase Dr,7
W22083,t,32003,Montgomery Ave & Waverly St ,6
W22084,t,31639,2nd & G St NE,36
W22085,t,31067,Columbia Pike & S Walter Reed Dr,12
W22086,t,31508,Gallaudet / 8th St & Florida Ave NE,26
W22088,t,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,15
W22089,t,31614,11th & H St NE,23
W22092,t,31914,Lee Center,16
W22093,t,31107,Lamont & Mt Pleasant NW,25
W22094,t,31046,Henry St & Pendleton St,20
W22095,t,31029,N Veitch  & 20th St N,20
W22096,t,31640,Maryland Ave & E St NE,23
W22097,t,31101,14th & V St NW,42
W22098,t,31094,Lee Hwy & N Kirkwood Rd,23
W22099,t,31623,Columbus Circle / Union Station,51
W22101,t,31073,Washington Blvd & Walter Reed Dr ,10
W22102,t,31245,7th & R St NW / Shaw Library,26
W22103,t,31400,Georgia & New Hampshire Ave NW,18
W22104,t,31274,10th & G St NW,14
W22105,t,31074,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,17
W22106,f,,,
W22107,t,31624,North Capitol St & F St NW,24
W22108,t,31103,16th & Harvard St NW,17
W22109,t,31102,11th & Kenyon St NW,30
W22110,t,31039,Wilson Blvd & N Quincy St,7
W22111,t,31067,Columbia Pike & S Walter Reed Dr,12
W22112,t,31212,21st & M St NW,17
W22113,t,32039,Old Georgetown Rd & Southwick St,7
W22114,f,,,
W22115,t,31619,Lincoln Park / 13th & East Capitol St NE ,30
W22117,t,31913,Commonwealth & E Monroe Ave,14
W22118,t,31052,Potomac Ave & 35th St S,15
W22119,t,31612,D St & Maryland Ave NE,28
W22120,t,31625,3rd & G St SE,27
W22121,t,31907,Franklin & S Washington St,21
W22122,t,31077,Iwo Jima Memorial/N Meade & 14th St N,16
W22123,t,31918,Madison & Fairfax St,15
W22124,t,31269,3rd St & Pennsylvania Ave SE,16
W22125,t,31512,Neal St & Trinidad Ave NE,20
W22126,t,31614,11th & H St NE,23
W22127,t,31249,Jefferson Memorial,31
W22128,t,31514,Hamlin & 7th St NE,13
W22129,t,31627,M St & Delaware Ave NE,21
W22130,t,31640,Maryland Ave & E St NE,23
W22131,t,31214,17th & Corcoran St NW,30
W22132,t,31103,16th & Harvard St NW,17
W22133,t,31076,Shirlington Transit Center / S Quincy & Randolph St,16
W22135,t,31224,19th & L St NW,13
W22136,t,31712,Oklahoma Ave & D St NE,27
W22137,t,32040,Friendship Blvd & Willard Ave,19
W22138,t,32048,Bethesda Metro,5
W22139,t,32210,Town Center Pkwy & Bowman Towne Dr,4
W22140,t,31625,3rd & G St SE,27
W22141,t,31123,14th & Girard St NW,5
W22142,t,31705,Benning Branch Library,9
W22144,t,31630,15th & East Capitol St NE,18
W22145,t,31032,Washington Blvd & 7th St N,8
W22146,t,31631,8th & F St NE,19
W22147,t,31229,New Hampshire Ave & T St NW,25
W22148,f,,,
W22149,t,31008,12th & Army Navy Dr,13
W22150,t,31916,Potomac & Swann Ave,27
W22151,t,31519,1st & O St NW,19
W22153,t,31400,Georgia & New Hampshire Ave NW,18
W22155,t,32034,Ripley & Bonifant St,8
W22156,t,32033,Piccard & W Gude Dr,11
W22157,t,31632,15th & F St NE,25
W22158,t,31641,2nd St & Massachusetts Ave NE,33
W22159,t,31624,North Capitol St & F St NW,24
W22161,t,31403,4th & Kennedy St NW,16
W22162,t,31111,10th & U St NW,17
W22163,t,31624,North Capitol St & F St NW,24
W22164,t,31119,14th & Belmont St NW,14
W22165,t,31235,19th St & Constitution Ave NW,14
W22168,t,31600,5th & K St NW,28
W22169,t,31278,18th & R St NW,11
W22170,t,31091,S Joyce & 16th St S,16
W22171,t,31096,S Walter Reed Dr & 8th St S,14
W22172,t,31223,Convention Center / 7th & M St NW,21
W22173,t,31712,Oklahoma Ave & D St NE,27
W22174,t,31080,Lee Hwy & N Scott St,5
W22176,t,31249,Jefferson Memorial,31
W22177,t,31641,2nd St & Massachusetts Ave NE,33
W22178,t,31619,Lincoln Park / 13th & East Capitol St NE ,30
W22179,t,32025,Carroll & Westmoreland Ave,6
W22180,t,31625,3rd & G St SE,27
W22181,t,31086,Mount Vernon Ave & E Del Ray Ave,16
W22183,t,31109,7th & T St NW,29
W22184,t,32052,Key West Ave & Siesta Key Way,10
W22185,t,31041,Prince St & Union St,23
W22187,t,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,21
W22188,t,31249,Jefferson Memorial,31
W22189,t,31209,1st & N St  SE,35
W22190,t,31110,20th St & Florida Ave NW,10
W22191,f,,,
W22192,t,31111,10th & U St NW,17
W22193,t,31223,Convention Center / 7th & M St NW,21
W22195,t,31125,15th & W St NW,24
W22196,t,31273,Hains Point/Buckeye & Ohio Dr SW,19
W22197,t,31625,3rd & G St SE,27
W22198,t,31645,6th & K St NE,23
W22199,t,31222,New York Ave & 15th St NW,11
W22200,t,31280,11th & S St NW,35
W22202,t,32047,Rockville Metro West,11
W22203,t,31609,6th & Water St SW / SW Waterfront,26
W22204,t,31521,18th & Monroe St NE,17
W22205,t,31278,18th & R St NW,11
W22206,t,31603,1st & M St NE,17
W22207,f,,,
W22208,f,,,
W22210,t,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,16
W22211,t,32046,River Rd & Landy Ln,19
W22212,t,31255,24th & N St NW,9
W22213,t,31202,14th & R St NW,20
W22214,t,31073,Washington Blvd & Walter Reed Dr ,10
W22215,t,31016,Clarendon Blvd & Pierce St,17
W22216,t,31003,15th & Crystal Dr,7
W22217,t,31509,New Jersey Ave & R St NW,27
W22218,t,31008,12th & Army Navy Dr,13
W22219,t,31627,M St & Delaware Ave NE,21
W22220,t,31312,Wisconsin Ave & O St NW,16
W22221,t,31912,Mount Vernon Ave & Bruce St,10
W22222,t,31907,Franklin & S Washington St,21
W22223,t,31249,Jefferson Memorial,31
W22224,t,31088,Mount Vernon Ave & Kennedy St,10
W22225,t,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,21
W22226,t,31201,15th & P St NW,16
W22227,t,31215,Georgetown Harbor / 30th St NW,19
W22228,t,31024,Virginia Square Metro / N Monroe St & 9th St N,20
W22229,t,31622,13th & D St NE,35
W22230,f,,,
W22231,t,32037,King Farm Blvd & Pleasant Dr,16
W22232,t,32043,Veterans Pl & Pershing Dr ,12
W22233,t,31047,Braddock Rd Metro,6
W22234,t,31282,16th & R St NW,20
W22235,t,31606,Potomac & Pennsylvania Ave SE,15
W22236,t,32002,Bethesda Ave & Arlington Rd,22
W22237,t,31912,Mount Vernon Ave & Bruce St,10
W22238,t,31013,23rd & Eads St,17
W22239,t,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,15
W22240,t,31636,New Jersey Ave & N St NW/Dunbar HS,19
W22242,t,31217,USDA / 12th & Independence Ave SW,10
W22243,t,31503,Florida Ave & R St NW,27
W22244,t,31040,Fairfax Dr & Kenmore St,6
W22245,t,31633,Independence Ave & L'Enfant Plaza SW/DOE,13
W22246,t,31046,Henry St & Pendleton St,20
W22247,t,31630,15th & East Capitol St NE,18
W22248,t,31119,14th & Belmont St NW,14
W22249,t,31318,Connecticut Ave & Yuma St NW,23
W22250,t,31635,Potomac Ave & 8th St SE,9
W22251,t,31621,4th & D St NW / Judiciary Square,16
W22252,t,32040,Friendship Blvd & Willard Ave,19
W22253,t,31615,6th & H St NE,35
W22254,t,31310,Connecticut & Nebraska Ave NW,12
W22255,t,31256,10th & E St NW,17
W22256,t,31269,3rd St & Pennsylvania Ave SE,16
W22257,t,31640,Maryland Ave & E St NE,23
W22258,t,31258,Lincoln Memorial,10
W22259,t,32011,Maple & Ritchie Ave,28
W22260,t,31058,S Oakland St & Columbia Pike,12
W22261,f,,,
W22262,t,31914,Lee Center,16
W22263,t,31405,Georgia Ave & Emerson St NW,21
W22264,t,31902,Wilson Blvd & N Illinois St ,17
W22265,t,31639,2nd & G St NE,36
W22266,t,31620,5th & F St NW,19
W22267,t,31215,Georgetown Harbor / 30th St NW,19
W22268,t,31518,New York Ave & Hecht Ave NE,24
W22269,t,31207,Georgia Ave and Fairmont St NW,8
W22270,t,31264,6th St & Indiana Ave NW,13
W22271,t,31645,6th & K St NE,23
W22272,t,31903,Royal & Wilkes St,17
W22273,t,31612,D St & Maryland Ave NE,28
W22274,t,31237,25th St & Pennsylvania Ave NW,18
W22275,t,31623,Columbus Circle / Union Station,51
W22276,t,31228,8th & H St NW,24
W22277,f,,,
W22278,f,,,
W22279,t,31041,Prince St & Union St,23
W22280,t,31019,Wilson Blvd & N Edgewood St,13
W22281,t,31239,17th & Rhode Island Ave NW,8
W22282,t,31079,Lee Hwy & N Cleveland St,18
W22283,t,31631,8th & F St NE,19
W22284,t,32045,Shady Grove Metro West,16
W22285,t,31914,Lee Center,16
W22286,t,31318,Connecticut Ave & Yuma St NW,23
W22287,t,31286,11th & O St NW,19
W22288,t,31096,S Walter Reed Dr & 8th St S,14
W22289,t,31042,Market Square / King St & Royal St,13
W22290,t,31093,21st St N & N Pierce St,3
W22291,t,32037,King Farm Blvd & Pleasant Dr,16
W22292,t,31004,Aurora Hills Community Ctr/18th & Hayes St,19
W22293,t,31610,Eastern Market / 7th & North Carolina Ave SE,8
W22294,t,31100,19th St & Pennsylvania Ave NW,2
W22295,t,32012,Silver Spring Metro/Colesville Rd & Wayne Ave,8
W22296,t,31302,Wisconsin Ave & Newark St NW,13
W22297,t,31087,Monroe Ave & Leslie Ave,11
W22298,t,31509,New Jersey Ave & R St NW,27
W22299,t,31710,Nannie Helen Burroughs Ave & 49th St NE,13
W22300,t,31014,Lynn & 19th St North,28
W22301,t,31228,8th & H St NW,24
W22302,t,31412,3rd St & Riggs Rd NE,20
W22303,t,31239,17th & Rhode Island Ave NW,8
W22304,t,31107,Lamont & Mt Pleasant NW,25
W22305,t,32011,Maple & Ritchie Ave,28
W22306,t,31268,12th & U St NW,36
W22307,t,31512,Neal St & Trinidad Ave NE,20
W22308,t,31804,Anacostia Library,10
W22309,t,31641,2nd St & Massachusetts Ave NE,33
W22310,t,31033,Barcroft Community Center,11
W22311,t,31068,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,11
W22312,t,31101,14th & V St NW,42
W22313,t,31628,1st & K St SE,23
W22314,t,31000,Eads St & 15th St S,13
W22315,t,31031,15th & N Scott St,14
W22316,t,31644,12th St & Pennsylvania Ave SE,25
W22317,t,31209,1st & N St  SE,35
W22318,t,31611,13th & H St NE,29
W22319,t,31097,Saint Asaph & Madison St,21
W22321,t,31002,20th & Crystal Dr,15
W22322,t,31237,25th St & Pennsylvania Ave NW,18
W22323,f,,,
W22324,f,,,
W22325,t,31280,11th & S St NW,35
W22326,t,32002,Bethesda Ave & Arlington Rd,22
W22327,t,31004,Aurora Hills Community Ctr/18th & Hayes St,19
W22328,t,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,21
W22329,f,,,
W22330,t,31122,16th & Irving St NW,8
W22331,t,31625,3rd & G St SE,27
W22332,t,31626,15th St & Massachusetts Ave SE,23
W22333,t,32004,Fallsgrove Blvd & Fallsgrove Dr,13
W22335,t,31500,4th & W St NE,19
W22336,t,31109,7th & T St NW,29
W22337,t,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,22
W22338,t,32046,River Rd & Landy Ln,19
W22339,t,31116,California St & Florida Ave NW,21
W22340,t,31518,New York Ave & Hecht Ave NE,24
W22341,f,,,
W22342,t,31102,11th & Kenyon St NW,30
W22343,t,31235,19th St & Constitution Ave NW,14
W22344,t,31083,Potomac Greens Dr & Slaters Ln,18
W22345,t,31125,15th & W St NW,24
W22346,t,31202,14th & R St NW,20
W22347,t,31013,23rd & Eads St,17
W22348,t,31223,Convention Center / 7th & M St NW,21
W22349,t,31006,S Joyce & Army Navy Dr,22
W22350,t,31917,N Lynn St & Fairfax Dr,17
W22351,t,31086,Mount Vernon Ave & E Del Ray Ave,16
W22352,f,,,
W22353,t,31909,Mount Vernon Ave & Four Mile Run Park,13
W22354,t,31606,Potomac & Pennsylvania Ave SE,15
W22357,t,31269,3rd St & Pennsylvania Ave SE,16
W22358,t,31077,Iwo Jima Memorial/N Meade & 14th St N,16
W22359,t,31201,15th & P St NW,16
W22360,t,32019,East West Hwy & Blair Mill Rd,13
W22361,f,,,
W22362,t,31244,4th & E St SW,19
W22363,f,,,
W22364,t,31114,18th St & Wyoming Ave NW,17
W22365,t,31029,N Veitch  & 20th St N,20
W22366,t,31282,16th & R St NW,20
W22367,t,32026,Carroll & Ethan Allen Ave,17
W22368,t,31631,8th & F St NE,19
W22369,t,31515,Fort Totten Metro,7
W22370,t,31411,Georgia & Missouri Ave NW,10
W22371,t,31077,Iwo Jima Memorial/N Meade & 14th St N,16
W22372,t,31249,Jefferson Memorial,31
W22373,t,31281,8th & O St NW,26
W22374,t,32043,Veterans Pl & Pershing Dr ,12
W22375,t,31074,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,17
W22376,t,31636,New Jersey Ave & N St NW/Dunbar HS,19
W22377,t,31631,8th & F St NE,19
W22378,t,32050,Spring St & Second Ave,10
W22379,t,31256,10th & E St NW,17
W22380,t,32011,Maple & Ritchie Ave,28
W22382,t,31612,D St & Maryland Ave NE,28
W22383,t,31614,11th & H St NE,23
W22384,t,31616,3rd & H St NE,28
W22385,f,,,
W22387,f,,,
W22388,t,31201,15th & P St NW,16
W22389,t,31083,Potomac Greens Dr & Slaters Ln,18
W22390,t,31054,Walter Reed Community Center / Walter Reed Dr & 16th St S,8
W22391,t,31902,Wilson Blvd & N Illinois St ,17
W22392,t,31055,28th St S & S Meade St,21
W22393,f,,,
W22394,t,31262,11th & F St NW,8
W22395,t,31239,17th & Rhode Island Ave NW,8
W22396,t,32002,Bethesda Ave & Arlington Rd,22
W22397,t,31405,Georgia Ave & Emerson St NW,21
W22398,t,32026,Carroll & Ethan Allen Ave,17
W22399,t,32027,Battery Ln & Trolley Trail,15
W22400,t,31903,Royal & Wilkes St,17
W22401,t,31611,13th & H St NE,29
W22402,t,31512,Neal St & Trinidad Ave NE,20
W22403,t,31314,34th & Water St NW,24
W22404,t,31639,2nd & G St NE,36
W22405,t,31125,15th & W St NW,24
W22406,t,31120,10th & Florida Ave NW,21
W22407,t,31605,3rd & D St SE,15
W22408,t,32035,Georgia Ave & Spring St,9
W22409,f,,,
W22410,t,31606,Potomac & Pennsylvania Ave SE,15
W22411,t,32041,Medical Center Dr & Key West Ave,7
W22412,t,31059,S Four Mile Run & Walter Reed Dr,8
W22413,t,31014,Lynn & 19th St North,28
W22414,t,31125,15th & W St NW,24
W22415,t,31619,Lincoln Park / 13th & East Capitol St NE ,30
W22416,t,31075,Rolfe St & 9th St S,13
W22418,t,32011,Maple & Ritchie Ave,28
W22419,t,31632,15th & F St NE,25
W22420,t,31272,Washington & Independence Ave SW/HHS,14
W22422,t,31518,New York Ave & Hecht Ave NE,24
W22423,f,,,
W22424,t,31511,12th & Irving St NE,16
W22425,t,31645,6th & K St NE,23
W22426,t,31112,Harvard St & Adams Mill Rd NW,17
W22427,t,31611,13th & H St NE,29
W22428,t,31086,Mount Vernon Ave & E Del Ray Ave,16
W22429,t,32058,Sligo Ave & Carroll Ln,7
W22430,f,,,
W22431,t,31629,8th & East Capitol St NE,10
W22432,t,31249,Jefferson Memorial,31
W22433,t,31245,7th & R St NW / Shaw Library,26
W22434,t,31000,Eads St & 15th St S,13
W22435,t,31111,10th & U St NW,17
W22436,t,31102,11th & Kenyon St NW,30
W22437,t,31506,1st & Rhode Island Ave NW,18
W22438,t,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,21
W22439,t,31291,16th & K St NW,8
W22440,t,31219,10th St & Constitution Ave NW,13
W22441,t,32053,Medical Center Metro ,8
W22442,t,31916,Potomac & Swann Ave,27
W22443,t,31011,23rd & Crystal Dr,20
W22444,f,,,
W22445,t,31313,Connecticut Ave & Tilden St NW,8
W22446,t,31107,Lamont & Mt Pleasant NW,25
W22447,t,31803,Good Hope Rd & 14th St SE,19
W22448,t,32044,Rockville Metro East,13
W22449,t,31622,13th & D St NE,35
W22450,t,31403,4th & Kennedy St NW,16
W22451,t,31029,N Veitch  & 20th St N,20
W22452,t,31229,New Hampshire Ave & T St NW,25
W22453,t,31256,10th & E St NW,17
W22455,t,31517,Union Market/6th St & Neal Pl NE,16
W22456,t,31623,Columbus Circle / Union Station,51
W22457,t,31109,7th & T St NW,29
W22458,t,31125,15th & W St NW,24
W22459,t,31282,16th & R St NW,20
W22460,t,31917,N Lynn St & Fairfax Dr,17
W22461,t,31115,Columbia Rd & Georgia Ave NW,22
W22462,t,32046,River Rd & Landy Ln,19
W22463,f,,,
W22464,t,32028,Norfolk & Rugby Ave,16
W22465,t,31268,12th & U St NW,36
W22466,t,31510,18th St & Rhode Island Ave NE,7
W22467,t,32013,Montgomery & East Ln,4
W22468,f,,,
W22469,t,31312,Wisconsin Ave & O St NW,16
W22470,t,31500,4th & W St NE,19
W22471,t,31104,Adams Mill & Columbia Rd NW,4
W22472,t,32008,Cordell & Norfolk Ave,10
W22473,t,32058,Sligo Ave & Carroll Ln,7
W22474,t,31632,15th & F St NE,25
W22475,t,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,18
W22476,t,31014,Lynn & 19th St North,28
W22477,t,31812,16th & Q St SE / Anacostia HS,14
W22478,t,31243,Maryland & Independence Ave SW,15
W22479,t,31293,31st & Water St NW,15
W22480,t,32017,Monroe St & Monroe Pl,11
W22481,f,,,
W22482,t,31010,S Glebe & Potomac Ave,15
W22483,t,31109,7th & T St NW,29
W22484,t,31209,1st & N St  SE,35
W22485,t,31600,5th & K St NW,28
W22486,t,31086,Mount Vernon Ave & E Del Ray Ave,16
W22487,t,32007,E Montgomery Ave & Maryland Ave,15
W22488,t,31622,13th & D St NE,35
W22489,t,31117,15th & Euclid St  NW,15
W22490,t,31615,6th & H St NE,35
W22491,f,,,
W22492,t,31310,Connecticut & Nebraska Ave NW,12
W22493,t,31500,4th & W St NE,19
W22494,t,32004,Fallsgrove Blvd & Fallsgrove Dr,13
W22495,t,31228,8th & H St NW,24
W22496,t,31082,Eisenhower Ave & Mill Race Ln,9
W22497,f,,,
W22498,t,31114,18th St & Wyoming Ave NW,17
W22499,t,31101,14th & V St NW,42
W22500,t,31615,6th & H St NE,35
W22501,t,31002,20th & Crystal Dr,15
W22502,t,31906,Commonwealth Ave & Oak St,18
W22503,t,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,16
W22504,t,31916,Potomac & Swann Ave,27
W22505,t,31640,Maryland Ave & E St NE,23
W22506,t,32033,Piccard & W Gude Dr,11
W22507,t,31908,Radford & Osage St,12
W22508,t,32205,Westpark & Jones Branch Dr,11
W22509,t,31229,New Hampshire Ave & T St NW,25
W22510,f,,,
W22511,t,31029,N Veitch  & 20th St N,20
W22512,t,31917,N Lynn St & Fairfax Dr,17
W22513,f,,,
W22514,t,31512,Neal St & Trinidad Ave NE,20
W22516,t,31318,Connecticut Ave & Yuma St NW,23
W22517,t,31233,17th & K St NW / Farragut Square,9
W22518,t,32016,Fallsgrove Dr & W Montgomery Ave,11
W22519,f,,,
W22520,t,31256,10th & E St NW,17
W22521,t,32040,Friendship Blvd & Willard Ave,19
W22522,t,31209,1st & N St  SE,35
W22523,t,31624,North Capitol St & F St NW,24
W22524,t,31615,6th & H St NE,35
W22525,t,31214,17th & Corcoran St NW,30
W22526,f,,,
W22527,t,31214,17th & Corcoran St NW,30
W22528,t,31628,1st & K St SE,23
W22529,t,31509,New Jersey Ave & R St NW,27
W22530,t,31000,Eads St & 15th St S,13
W22531,f,,,
W22532,t,31073,Washington Blvd & Walter Reed Dr ,10
W22533,t,31101,14th & V St NW,42
W22534,t,31086,Mount Vernon Ave & E Del Ray Ave,16
W22535,t,31109,7th & T St NW,29
W22536,t,31055,28th St S & S Meade St,21
W22537,t,31249,Jefferson Memorial,31
W22538,t,31002,20th & Crystal Dr,15
W22539,t,31109,7th & T St NW,29
W22540,t,31916,Potomac & Swann Ave,27
W22541,t,31281,8th & O St NW,26
W22542,t,31233,17th & K St NW / Farragut Square,9
W22543,t,31058,S Oakland St & Columbia Pike,12
W22545,t,31503,Florida Ave & R St NW,27
W22546,t,31509,New Jersey Ave & R St NW,27
W22547,t,31208,M St & New Jersey Ave SE,15
W22548,t,31039,Wilson Blvd & N Quincy St,7
W22549,t,31618,4th & East Capitol St NE,16
W22550,t,31619,Lincoln Park / 13th & East Capitol St NE ,30
W22551,t,31070,Arlington Blvd & Fillmore St,18
W22552,t,31503,Florida Ave & R St NW,27
W22553,t,31607,14th & D St SE,21
W22554,t,31902,Wilson Blvd & N Illinois St ,17
W22555,t,31600,5th & K St NW,28
W22557,t,31284,18th & C St NW,10
W22559,t,31023,Fairfax Dr & Wilson Blvd,14
W22560,t,31639,2nd & G St NE,36
W22561,f,,,
W22562,t,32010,Philadelphia & Maple Ave,28
W22563,t,31801,Anacostia Metro,14
W22564,t,31615,6th & H St NE,35
W22565,t,32032,Fleet St & Ritchie Pkwy,17
W22566,t,31605,3rd & D St SE,15
W22567,f,,,
